Date,GOL,CVC,WEGE,MGLU,TOTS,BOVA,AMBEV,ODONTOPREV,VIVO,PETROBRAS,BBRASIL
2015-01-02,14.989999771118164,15.199999809265137,5.923076152801514,0.23281200230121613,11.910701751708984,47.2599983215332,16.020000457763672,9.369999885559082,37.81999969482422,9.0,22.649999618530273
2015-01-05,14.850000381469727,15.0,5.963460922241211,0.237186998128891,11.544731140136719,46.31999969482422,15.729999542236328,9.619999885559082,37.06999969482422,8.270000457763672,22.18000030517578
2015-01-06,15.210000038146973,14.800000190734863,5.875,0.23406200110912323,10.822770118713379,46.58000183105469,16.329999923706055,9.550000190734863,36.150001525878906,8.0600004196167,22.489999771118164
2015-01-07,14.550000190734863,14.670000076293945,5.807692050933838,0.24187499284744263,10.746248245239258,48.150001525878906,16.559999465942383,9.6899995803833,37.38999938964844,8.449999809265137,23.479999542236328
2015-01-08,14.270000457763672,14.149999618530273,5.905768871307373,0.23999999463558197,10.995774269104004,48.5099983215332,16.540000915527344,9.65999984741211,38.90999984741211,9.020000457763672,23.559999465942383
2015-01-09,14.050000190734863,14.0,5.878846168518066,0.2318750023841858,10.88265609741211,47.529998779296875,16.5,9.869999885559082,38.290000915527344,9.289999961853027,22.540000915527344
2015-01-12,14.25,13.449999809265137,5.8461527824401855,0.234375,11.544731140136719,46.83000183105469,16.709999084472656,9.800000190734863,38.349998474121094,8.770000457763672,22.149999618530273
2015-01-13,13.6899995803833,13.890000343322754,5.867307186126709,0.2318750023841858,11.145489692687988,46.63999938964844,16.709999084472656,10.069999694824219,39.369998931884766,8.829999923706055,22.020000457763672
2015-01-14,13.779999732971191,13.770000457763672,5.961537837982178,0.22812500596046448,11.0623140335083,46.47999954223633,16.760000228881836,9.949999809265137,39.810001373291016,8.5,22.18000030517578
2015-01-15,14.050000190734863,14.0,5.961537837982178,0.22750000655651093,10.84605884552002,47.0,16.790000915527344,9.65999984741211,40.5,9.25,22.040000915527344
2015-01-16,14.329999923706055,14.170000076293945,5.961537837982178,0.22937500476837158,11.64454174041748,47.599998474121094,16.90999984741211,10.100000381469727,41.29999923706055,9.229999542236328,22.299999237060547
2015-01-19,13.579999923706055,14.350000381469727,5.992307186126709,0.22812500596046448,10.739594459533691,46.310001373291016,16.600000381469727,10.300000190734863,41.0,8.880000114440918,22.200000762939453
2015-01-20,13.069999694824219,14.0,6.067306995391846,0.21875,11.045679092407227,46.52000045776367,16.899999618530273,10.510000228881836,41.9900016784668,8.890000343322754,22.100000381469727
2015-01-21,12.9399995803833,14.100000381469727,6.001923084259033,0.2203119993209839,11.64454174041748,47.810001373291016,17.09000015258789,10.75,43.29999923706055,9.460000038146973,22.65999984741211
2015-01-22,13.510000228881836,14.289999961853027,6.051922798156738,0.21937499940395355,11.634560585021973,48.119998931884766,17.280000686645508,10.350000381469727,42.900001525878906,9.8100004196167,22.850000381469727
2015-01-23,13.25,14.34000015258789,6.12307596206665,0.2203119993209839,11.478191375732422,47.29999923706055,17.030000686645508,10.100000381469727,42.97999954223633,9.520000457763672,22.790000915527344
2015-01-26,12.6899995803833,13.949999809265137,6.050000190734863,0.21875,11.24530029296875,47.189998626708984,16.989999771118164,10.149999618530273,41.970001220703125,9.539999961853027,22.530000686645508
2015-01-27,12.550000190734863,13.699999809265137,6.151923179626465,0.21250000596046448,11.128854751586914,47.34000015258789,16.959999084472656,10.300000190734863,41.400001525878906,9.640000343322754,23.0
2015-01-28,12.180000305175781,13.199999809265137,6.211537837982178,0.20656199753284454,11.395015716552734,46.33000183105469,17.030000686645508,10.399999618530273,42.34000015258789,8.630000114440918,22.010000228881836
2015-01-29,12.84000015258789,13.199999809265137,6.351922988891602,0.21406200528144836,10.962504386901855,46.380001068115234,17.65999984741211,10.380000114440918,41.7599983215332,8.470000267028809,21.549999237060547
2015-01-30,12.220000267028809,12.619999885559082,6.169229984283447,0.21250000596046448,11.168779373168945,45.61000061035156,17.690000534057617,10.350000381469727,41.0,8.039999961853027,20.65999984741211
